loan_sequence_no,monthly_reporting_period,curr_actual_upb,curr_loan_delinquency_status,loan_age,remaining_months_to_legal_maturity,curr_interest_rate,curr_deferred_upb
F116Q1219876,201610,142000.0,1,6,354,4.5,0
F116Q1219876,201611,141650.65,1,7,353,4.5,0
F116Q1219876,201612,141650.65,1,8,352,4.5,0
F116Q1219882,201612,131483.83,1,8,352,4.5,0
F116Q1219883,201608,98000.0,1,4,356,4.5,0
F116Q1219888,201608,149000.0,1,4,356,4.5,0
F116Q1219888,201609,148000.0,1,5,355,4.5,0
F116Q1219900,201607,94000.0,1,3,357,5.25,0
F116Q1219928,201605,195000.0,0,2,358,3.75,0
F116Q1219939,201612,224463.66,0,8,352,3.875,0
F116Q1219965,201608,154000.0,1,4,356,4.125,0
F116Q1219989,201607,192000.0,1,4,356,4.625,0
F116Q1220010,201612,57851.17,0,8,172,3.5,0
F116Q1220020,201607,82000.0,0,3,177,3.5,0
F116Q1220029,201609,467000.0,0,5,355,4.875,0
F116Q1220051,201604,147000.0,0,0,179,3.625,0
F116Q1220068,201605,100000.0,0,2,178,4.0,0
F116Q1220097,201612,617713.49,1,8,352,3.625,0
F116Q1220101,201612,452000.0,0,8,352,3.75,0
F116Q1220107,201608,599000.0,0,4,356,3.75,0
F116Q1220124,201607,270000.0,0,4,356,4.125,0
F116Q1220152,201607,270000.0,1,3,357,4.25,0
F116Q1220169,201605,60000.0,0,1,179,3.625,0
F116Q1220184,201607,411000.0,0,3,357,4.125,0
F116Q1220208,201605,581000.0,0,1,360,3.75,0
F116Q1220210,201612,396853.57,1,8,352,4.0,0
F116Q1220223,201612,241565.43,1,8,352,4.875,0
F116Q1220258,201611,133500.62,1,7,173,3.875,0
F116Q1220262,201611,270485.17,1,7,353,3.75,0
F116Q1220268,201604,187000.0,0,0,180,3.5,0
F116Q1220304,201612,324604.74,0,8,112,2.875,0
F116Q1220366,201607,284000.0,1,3,177,3.875,0
F116Q1220366,201611,279933.18,1,7,173,3.875,0
F116Q1220369,201606,140000.0,0,2,358,4.5,0
F116Q1220393,201609,78000.0,0,5,355,3.875,0
F116Q1220406,201606,192000.0,0,3,177,3.375,0
F116Q1220428,201612,353119.44,0,8,171,2.875,0
F116Q1220441,201606,257000.0,1,2,178,3.375,0
F116Q1220506,201606,133000.0,0,2,358,4.125,0
F116Q1220510,201610,149000.0,1,6,354,4.0,0
F116Q1220510,201611,148534.64,1,7,353,4.0,0
F116Q1220510,201612,147878.03,1,8,352,4.0,0
F116Q1220515,201612,140740.47,0,8,352,4.25,0
F116Q1220518,201605,116000.0,0,1,359,4.125,0
F116Q1220553,201606,95000.0,1,2,178,3.5,0
F116Q1220575,201606,314000.0,1,2,358,3.75,0
F116Q1220640,201609,96000.0,0,5,175,4.125,0
F116Q1220659,201604,84000.0,0,1,179,3.875,0
F116Q1220665,201608,71000.0,1,5,176,3.375,0
F116Q1220665,201611,69644.16,1,8,173,3.375,0
F116Q1220665,201612,69644.16,1,9,172,3.375,0
F116Q1220736,201608,118000.0,0,5,175,3.875,0
F116Q1220755,201612,52465.69,0,8,172,3.0,0
F116Q1220773,201611,56731.67,0,7,173,2.95,0
F116Q1220870,201611,73838.33,0,7,173,3.375,0
F116Q1220921,201610,162000.0,1,6,234,3.625,0
F116Q1220921,201611,161672.51,1,7,233,3.625,0
F116Q1220921,201612,161672.51,1,8,232,3.625,0
F116Q1220991,201604,128000.0,0,0,180,3.375,0
F116Q1221003,201611,547832.26,0,7,353,4.125,0
F116Q1221039,201607,165000.0,1,3,177,3.125,0
F116Q1221049,201604,415000.0,0,1,179,3.25,0
F116Q1221085,201611,253770.15,1,7,353,3.75,0
F116Q1221113,201610,65823.92,1,7,173,3.875,0
F116Q1221158,201605,100000.0,0,1,178,3.75,0
F116Q1221175,201604,94000.0,0,0,180,3.25,0
F116Q1221182,201607,329000.0,1,3,357,4.0,0
F116Q1221182,201608,329000.0,1,4,356,4.0,0
F116Q1221182,201611,327157.47,1,7,353,4.0,0
F116Q1221182,201612,326671.45,1,8,352,4.0,0
F116Q1221217,201607,29000.0,0,3,177,3.5,0
F116Q1221229,201610,82847.15,1,7,173,3.625,0
F116Q1221275,201611,173635.34,1,7,353,4.625,0
F116Q1221277,201606,94000.0,0,2,178,3.5,0
F116Q1221277,201607,93000.0,0,3,177,3.5,0
F116Q1221300,201607,88000.0,1,4,176,3.875,0
F116Q1221300,201608,87000.0,1,5,175,3.875,0
F116Q1221311,201610,234849.62,0,8,352,4.25,0
F116Q1221364,201606,398000.0,0,2,358,3.75,0
F116Q1221408,201606,401000.0,1,2,358,4.125,0
F116Q1221410,201608,260000.0,1,4,356,4.49,0
F116Q1221410,201609,260000.0,1,5,355,4.49,0
F116Q1221410,201611,259068.42,1,7,353,4.49,0
F116Q1221410,201612,258716.09,1,8,352,4.49,0
F116Q1221417,201605,407000.0,0,1,359,4.125,0
F116Q1221430,201605,220000.0,0,1,359,4.375,0
F116Q1221495,201609,222000.0,0,5,355,4.0,0
F116Q1221601,201609,105000.0,0,5,175,3.5,0
F116Q1221696,201606,115000.0,1,2,178,3.5,0
F116Q1221696,201607,114000.0,1,3,177,3.5,0
F116Q1221724,201612,143264.77,0,8,172,3.375,0
F116Q1221774,201606,152000.0,1,2,178,3.125,0
F116Q1221790,201607,323000.0,1,5,355,4.0,0
F116Q1221840,201609,279000.0,1,5,355,3.875,0
F116Q1221853,201607,403000.0,0,3,357,4.125,0
F116Q1221858,201608,437000.0,0,4,356,4.0,0
F116Q1221886,201605,186000.0,1,2,178,3.0,0
F116Q1221886,201609,183000.0,1,6,174,3.0,0
F116Q1221886,201611,182999.03,1,8,172,3.0,0
F116Q1221886,201612,182999.03,1,9,171,3.0,0
F116Q1221890,201607,342000.0,1,5,175,3.0,0
F116Q1221894,201604,187000.0,0,1,179,3.125,0
F116Q1222009,201608,187000.0,0,5,175,2.875,0
F116Q1222009,201609,186000.0,0,6,174,2.875,0
F116Q1222121,201611,182608.81,1,7,173,3.25,0
F116Q1222160,201611,182682.67,0,7,173,2.875,0
F116Q1222196,201608,210000.0,0,4,176,3.25,0
F116Q1222258,201604,263000.0,0,0,180,3.125,0
F116Q1222265,201610,265000.0,1,6,174,3.25,0
F116Q1222291,201605,178000.0,0,1,179,3.125,0
F116Q1222299,201606,320000.0,0,2,178,3.25,0
F116Q1222337,201607,209000.0,0,3,177,2.75,0
F116Q1222367,201610,298579.07,0,7,173,3.25,0
F116Q1222381,201605,242000.0,0,1,179,2.75,0
F116Q1222414,201606,155000.0,0,2,178,3.25,0
F116Q1222475,201610,162000.0,1,6,174,3.375,0
F116Q1222486,201608,609000.0,0,5,175,3.625,0
F116Q1222491,201605,212000.0,0,2,178,3.5,0
F116Q1222509,201609,235000.0,1,6,175,3.5,0
F116Q1222551,201612,293961.12,1,8,172,3.625,0
F116Q1222625,201607,184000.0,1,4,176,3.75,0
F116Q1222665,201605,406000.0,0,1,179,3.5,0
F116Q1222674,201610,226000.0,0,6,174,3.5,0
F116Q1222698,201611,252153.33,0,7,173,3.375,0
F116Q1222700,201605,223000.0,0,1,179,3.5,0
F116Q1222751,201606,364000.0,0,2,178,3.375,0
F116Q1222809,201611,94025.28,0,7,353,4.25,0
F116Q1222812,201612,241216.28,0,8,352,4.125,0
F116Q1222835,201612,88288.08,1,8,172,4.375,0
F116Q1222836,201608,91000.0,1,4,176,4.375,0
F116Q1222851,201608,415000.0,0,4,357,3.875,0
F116Q1222921,201606,124000.0,1,2,178,2.75,0
F116Q1222958,201611,59826.02,0,8,172,4.0,0
F116Q1222960,201605,62000.0,0,2,178,3.75,0
F116Q1222963,201603,48000.0,0,0,181,4.125,0
F116Q1223031,201610,39000.0,1,6,174,4.0,0
F116Q1223053,201608,55000.0,0,4,176,4.0,0
F116Q1223092,201610,46000.0,0,6,174,3.875,0
F116Q1223109,201608,54000.0,1,4,176,4.25,0
F116Q1223109,201612,52645.78,1,8,172,4.25,0
F116Q1223138,201611,54559.55,1,7,173,4.375,0
F116Q1223146,201608,77000.0,1,4,176,4.375,0
F116Q1223166,201610,44988.31,0,7,174,4.375,0
F116Q1223171,201607,59000.0,0,3,177,4.5,0
F116Q1223190,201607,44000.0,0,3,177,4.25,0
F116Q1223221,201612,86178.12,0,8,112,3.75,0
F116Q1223241,201608,320000.0,0,4,356,4.0,0
F116Q1223266,201606,105000.0,0,2,178,2.875,0
F116Q1223269,201609,100000.0,1,5,175,3.125,0
F116Q1223403,201611,60687.9,0,9,171,3.375,0
F116Q1223422,201612,39708.71,1,8,172,3.625,0
F116Q1223425,201608,55000.0,0,4,176,3.375,0
F116Q1223482,201608,246000.0,0,4,176,2.875,0
F116Q1223485,201606,409000.0,0,2,178,3.0,0
F116Q1223491,201605,134000.0,0,1,239,3.5,0
F116Q1223583,201606,184000.0,1,2,178,2.875,0
F116Q1223617,201605,232000.0,0,1,179,3.125,0
F116Q1223675,201609,347000.0,0,5,175,2.875,0
F116Q1223824,201606,340000.0,0,3,118,3.375,0
F116Q1223850,201611,110079.55,0,7,113,3.75,0
F116Q1223864,201607,137000.0,0,3,177,2.875,0
F116Q1223864,201612,132155.42,0,8,172,2.875,0
F116Q1223883,201611,123431.83,0,7,173,3.0,0
F116Q1223935,201610,142000.0,0,6,174,3.0,0
F116Q1223966,201605,199000.0,0,1,179,3.5,0
F116Q1223980,201608,270000.0,1,4,176,3.5,0
F116Q1224002,201604,417000.0,0,0,180,3.5,0
F116Q1224013,201607,215000.0,1,3,177,3.75,0
F116Q1224055,201606,77000.0,1,3,178,3.75,0
F116Q1224070,201609,46000.0,0,5,175,3.75,0
F116Q1224092,201606,83000.0,0,3,177,3.75,0
F116Q1224102,201606,69000.0,0,2,178,3.875,0
F116Q1224169,201611,33652.94,1,7,173,3.875,0
F116Q1224199,201609,135000.0,0,5,355,4.375,0
F116Q1224214,201610,306000.0,0,6,354,4.375,0
F116Q1224220,201610,75000.0,1,6,174,4.0,0
F116Q1224327,201608,168000.0,0,4,176,3.5,0
F116Q1224343,201610,157000.0,0,6,174,3.5,0
F116Q1224434,201610,113000.0,0,6,114,3.5,0
F116Q1224461,201604,148000.0,0,0,180,3.625,0
F116Q1224463,201612,128165.69,0,9,171,3.75,0
F116Q1224477,201606,140000.0,1,3,177,3.625,0
F116Q1224477,201610,138517.93,1,7,173,3.625,0
F116Q1224554,201609,122000.0,0,5,151,3.5,0
F116Q1224596,201610,121000.0,0,6,174,4.0,0
F116Q1224610,201609,140000.0,0,6,174,3.875,0
F116Q1224612,201604,130000.0,0,0,180,3.625,0
F116Q1224626,201605,140000.0,0,2,179,3.375,0
F116Q1224629,201612,80735.65,0,8,172,3.75,0
F116Q1224634,201611,221073.91,1,7,353,4.25,0
F116Q1224669,201612,103136.65,1,8,352,5.25,0
F116Q1224678,201608,215000.0,0,4,356,3.875,0
F116Q1224682,201611,411495.02,0,7,353,3.75,0
F116Q1224806,201608,470000.0,1,4,176,3.5,0
F116Q1224815,201605,298000.0,1,2,178,4.125,0
F116Q1224835,201605,138000.0,1,2,178,3.375,0
F116Q1224864,201611,201380.18,1,7,353,4.5,0
F116Q1224864,201612,201106.79,1,8,352,4.5,0
F116Q1224925,201610,144000.0,0,6,174,2.75,0
F116Q1224955,201608,103000.0,1,5,175,3.5,0
F116Q1224978,201608,155000.0,0,4,356,4.25,0
F116Q1224980,201606,417000.0,1,2,358,3.875,0
F116Q1224980,201607,415000.0,1,3,357,3.875,0
F116Q1224984,201612,125890.29,1,8,352,3.9989999999999997,0
F116Q1225123,201610,82000.0,0,6,174,3.25,0
F116Q1225193,201610,211000.0,0,6,174,3.375,0
F116Q1225237,201606,233000.0,0,2,178,2.99,0
F116Q1225286,201608,174000.0,0,4,176,3.375,0
F116Q1225309,201611,104676.48,1,7,173,3.125,0
F116Q1225326,201604,175000.0,0,0,180,3.375,0
F116Q1225350,201609,141000.0,0,5,175,3.375,0
F116Q1225372,201609,0.0,0,5,175,2.99,0
F116Q1225384,201608,113000.0,0,5,175,3.5,0
F116Q1225388,201611,289313.98,0,7,353,3.625,0
F116Q1225395,201610,302000.0,0,6,354,3.5,0
F116Q1225418,201612,240372.44,0,9,172,3.625,0
F116Q1225429,201604,256000.0,0,0,180,3.625,0
F116Q1225434,201608,117000.0,0,5,175,3.5,0
F116Q1225508,201606,136000.0,0,2,178,3.875,0
F116Q1225526,201610,150000.0,0,6,174,3.99,0
F116Q1225533,201609,212000.0,0,5,151,3.375,0
F116Q1225553,201605,180000.0,0,1,179,3.75,0
F116Q1225638,201610,59000.0,0,6,174,3.5,0
F116Q1225672,201607,67000.0,0,3,177,3.99,0
F116Q1225690,201610,81000.0,0,6,174,3.875,0
F116Q1225692,201610,77000.0,0,6,174,3.5,0
F116Q1225708,201610,79000.0,1,6,174,3.875,0
F116Q1225708,201611,79199.85,1,7,173,3.875,0
F116Q1225708,201612,78857.84,1,8,172,3.875,0
F116Q1225817,201611,89611.38,0,7,173,3.375,0
F116Q1225844,201606,54000.0,0,3,117,4.0,0
F116Q1225872,201611,81048.8,0,7,353,3.25,0
F116Q1225873,201606,218000.0,1,2,358,3.5,0
F116Q1225873,201607,218000.0,1,3,357,3.5,0
F116Q1225921,201611,382708.59,1,7,353,4.125,0
F116Q1225921,201612,382153.4,1,8,352,4.125,0
F116Q1225943,201608,202000.0,0,4,356,3.375,0
F116Q1225951,201605,122000.0,1,1,178,3.375,0
F116Q1225963,201606,169000.0,1,2,358,4.5,0
F116Q1225977,201606,159000.0,1,2,358,4.125,0
F116Q1225995,201606,134000.0,0,2,358,3.875,0
F116Q1226042,201606,160000.0,0,2,178,3.5,0
F116Q1226047,201611,295258.07,1,7,353,4.0,0
F116Q1226047,201612,295258.07,1,8,352,4.0,0
F116Q1226062,201609,205000.0,0,6,354,4.0,0
F116Q1226157,201611,470930.82,1,7,353,3.875,0
F116Q1226162,201611,127843.17,0,7,353,4.99,0
F116Q1226200,201608,37000.0,0,4,356,4.125,0
F116Q1226215,201610,187000.0,1,6,354,3.875,0
F116Q1226215,201611,186886.75,1,7,353,3.875,0
F116Q1226215,201612,186886.75,1,8,352,3.875,0
F116Q1226256,201610,244000.0,0,6,354,3.75,0
F116Q1226325,201610,603285.41,1,7,353,4.25,0
F116Q1226350,201606,309000.0,0,2,358,3.875,0
F116Q1226354,201610,610575.28,1,7,353,3.875,0
F116Q1226430,201609,330000.0,0,5,175,3.75,0
F116Q1226438,201610,87000.0,1,6,354,4.875,0
F116Q1226438,201612,86434.27,1,8,352,4.875,0
F116Q1226439,201607,221000.0,1,3,357,4.625,0
F116Q1226439,201608,221000.0,1,4,356,4.625,0
F116Q1226439,201609,221000.0,1,5,355,4.625,0
F116Q1226439,201610,221000.0,1,6,354,4.625,0
F116Q1226439,201611,220629.42,1,7,353,4.625,0
F116Q1226439,201612,220629.42,1,8,352,4.625,0
F116Q1226441,201608,106000.0,1,4,356,4.75,0
F116Q1226469,201607,184000.0,1,3,357,3.75,0
F116Q1226491,201607,122000.0,0,3,357,4.625,0
F116Q1226518,201611,553199.2,1,7,353,3.75,0
F116Q1226526,201611,154177.89,0,7,233,3.75,0
F116Q1226530,201611,280214.48,0,7,233,3.875,0
F116Q1226537,201611,355999.14,0,7,353,3.5,0
F116Q1226553,201607,138000.0,1,3,357,3.625,0
F116Q1226566,201610,226000.0,0,6,354,3.625,0
F116Q1226596,201610,106000.0,0,6,354,4.625,0
F116Q1226608,201612,141202.13,1,8,352,3.75,0
F116Q1226615,201607,258000.0,0,3,357,4.125,0
F116Q1226674,201610,316000.0,1,6,354,4.125,0
F116Q1226680,201607,195000.0,1,3,357,4.375,0
F116Q1226685,201607,136000.0,0,3,357,4.0,0
F116Q1226740,201609,77000.0,0,5,175,4.375,0
F116Q1226750,201606,394000.0,1,2,358,3.75,0
F116Q1226750,201607,394000.0,1,3,357,3.75,0
F116Q1226757,201610,146000.0,1,6,354,3.75,0
F116Q1226795,201606,624000.0,0,2,358,3.875,0
F116Q1226815,201611,463761.37,0,7,353,3.75,0
F116Q1226827,201611,237660.63,0,7,353,4.25,0
F116Q1226844,201610,151904.46,1,7,353,5.125,0
F116Q1226844,201611,151904.46,1,8,352,5.125,0
F116Q1226864,201606,309000.0,1,2,178,2.99,0
F116Q1226864,201608,306000.0,1,4,176,2.99,0
F116Q1226890,201610,232000.0,1,6,354,4.125,0
F116Q1226891,201610,371000.0,1,6,354,4.375,0
F116Q1226973,201609,250000.0,1,5,355,4.75,0
F116Q1226987,201609,525000.0,1,5,355,4.125,0
F116Q1226987,201610,525000.0,1,6,354,4.125,0
F116Q1226987,201611,0.0,1,7,353,4.125,0
F116Q1227158,201610,292000.0,0,6,174,3.125,0
F116Q1227166,201605,352000.0,1,2,178,2.99,0
F116Q1227187,201610,122000.0,0,6,174,3.125,0
F116Q1227263,201608,100000.0,0,4,176,3.375,0
F116Q1227310,201612,192823.85,1,8,352,4.25,0
F116Q1227330,201612,104718.08,1,8,352,4.5,0
F116Q1227335,201607,180000.0,0,3,237,3.75,0
F116Q1227346,201607,366000.0,0,3,357,4.125,0
F116Q1227379,201610,197000.0,1,6,354,4.49,0
F116Q1227379,201611,196683.16,1,7,353,4.49,0
F116Q1227379,201612,196417.02,1,8,352,4.49,0
F116Q1227416,201611,220381.05,0,7,353,3.875,0
F116Q1227466,201611,170298.13,0,7,353,3.75,0
F116Q1227470,201606,208000.0,1,2,358,3.875,0
F116Q1227518,201612,319002.52,1,8,172,2.75,0
F116Q1227536,201608,245000.0,0,4,176,2.75,0
F116Q1227547,201605,219000.0,1,2,178,3.625,0
F116Q1227716,201604,118000.0,0,0,180,3.25,0
F116Q1227716,201609,115000.0,0,5,175,3.25,0
F116Q1227771,201607,143000.0,0,3,357,4.125,0
F116Q1227783,201612,105856.48,1,8,352,4.125,0
F116Q1227793,201612,240260.16,0,8,352,3.99,0
F116Q1227797,201608,130000.0,1,4,356,4.0,0
F116Q1227835,201611,138635.36,0,7,353,4.25,0
F116Q1227864,201612,139391.36,0,8,352,4.125,0
F116Q1227880,201611,167484.18,0,7,353,4.625,0
F116Q1227901,201606,166000.0,0,2,178,2.875,0
F116Q1227950,201606,490000.0,0,2,358,3.875,0
F116Q1227951,201610,319000.0,0,6,174,3.0,0
F116Q1227962,201607,156000.0,0,3,177,3.0,0
F116Q1227963,201607,170000.0,1,3,357,3.875,0
F116Q1227963,201609,170000.0,1,5,355,3.875,0
F116Q1227963,201610,170000.0,1,6,354,3.875,0
F116Q1227963,201612,169023.03,1,8,352,3.875,0
F116Q1227967,201608,62000.0,1,4,356,4.0,0
F116Q1227971,201610,178000.0,0,6,354,4.25,0
F116Q1227986,201607,341000.0,0,3,357,4.25,0
F116Q1227986,201609,340000.0,0,5,355,4.25,0
F116Q1227992,201609,243000.0,0,5,355,3.75,0
F116Q1227994,201604,284000.0,0,0,360,3.875,0
F116Q1228002,201604,448000.0,0,0,360,3.75,0
F116Q1228022,201605,278000.0,0,1,119,2.875,0
F116Q1228027,201610,334000.0,1,6,234,4.125,0
F116Q1228027,201611,331818.56,1,7,233,4.125,0
F116Q1228035,201608,190000.0,0,4,356,3.75,0
F116Q1228040,201609,389000.0,0,5,355,3.75,0
F116Q1228057,201607,303000.0,1,3,357,4.5,0
F116Q1228068,201609,98000.0,0,6,175,3.75,0
F116Q1228070,201604,100000.0,0,1,179,3.75,0
F116Q1228083,201612,98018.65,0,9,172,3.75,0
F116Q1228103,201607,102000.0,0,3,177,3.25,0
F116Q1228147,201609,103000.0,0,5,175,4.0,0
F116Q1228195,201607,408000.0,0,3,357,3.75,0
F116Q1228204,201608,145000.0,0,4,356,4.75,0
F116Q1228207,201604,259000.0,0,0,360,4.125,0
F116Q1228210,201612,436845.38,0,8,352,4.0,0
F116Q1228218,201608,230000.0,1,5,355,4.0,0
F116Q1228219,201607,239000.0,1,3,357,4.25,0
F116Q1228265,201607,227000.0,0,3,357,3.875,0
F116Q1228289,201612,397196.99,1,8,352,4.875,0
F116Q1228292,201608,138000.0,1,4,176,3.25,0
F116Q1228341,201609,162000.0,0,5,355,3.99,0
F116Q1228351,201606,416000.0,1,2,358,4.25,0
F116Q1228363,201606,298000.0,1,2,358,3.95,0
F116Q1228388,201610,884000.0,0,6,354,4.25,0
F116Q1228409,201607,99000.0,1,3,357,4.125,0
F116Q1228430,201610,152000.0,1,6,354,3.875,0
F116Q1228461,201606,450000.0,0,2,358,3.625,0
F116Q1228483,201611,177093.05,1,7,353,4.625,0
F116Q1228491,201606,203000.0,0,2,238,4.375,0
F116Q1228509,201606,220000.0,1,2,358,4.25,0
F116Q1228509,201609,218000.0,1,5,355,4.25,0
F116Q1228513,201608,126000.0,0,4,176,3.875,0
F116Q1228532,201605,398000.0,0,1,179,3.125,0
F116Q1228543,201612,168818.82,1,8,232,4.375,0
F116Q1228547,201606,529000.0,1,2,358,4.125,0
F116Q1228547,201608,527000.0,1,4,356,4.125,0
F116Q1228594,201612,322039.42,1,8,352,3.625,0
F116Q1228595,201611,250090.34,1,7,353,3.75,0
F116Q1228723,201604,104000.0,0,0,121,3.125,0
F116Q1228753,201607,48000.0,0,3,357,4.125,0
F116Q1228788,201612,0.0,0,8,232,3.625,0
F116Q1228843,201607,329000.0,1,3,357,4.0,0
F116Q1228878,201606,337000.0,0,2,358,4.0,0
F116Q1228881,201607,482000.0,1,3,357,4.0,0
F116Q1228890,201606,367000.0,1,2,358,3.625,0
F116Q1228894,201609,198000.0,0,5,355,3.75,0
F116Q1228900,201611,286297.01,0,7,353,3.625,0
F116Q1228965,201609,223000.0,1,5,355,3.875,0
F116Q1228967,201607,259000.0,0,3,357,3.75,0
F116Q1229062,201604,388000.0,0,0,180,2.875,0
F116Q1229070,201611,543325.9,1,7,353,4.75,0
F116Q1229090,201608,144000.0,0,4,176,3.25,0
F116Q1229101,201609,99000.0,0,5,175,4.0,0
F116Q1229105,201608,259000.0,1,4,356,4.125,0
F116Q1229116,201609,273000.0,0,5,355,4.5,0
F116Q1229125,201605,134000.0,0,1,179,3.875,0
F116Q1229141,201608,279000.0,1,4,356,4.125,0
F116Q1229141,201609,278000.0,1,5,355,4.125,0
F116Q1229141,201610,278000.0,1,6,354,4.125,0
F116Q1229141,201611,277612.44,1,7,353,4.125,0
F116Q1229141,201612,277209.71,1,8,352,4.125,0
F116Q1229165,201611,136062.56,0,7,353,3.875,0
F116Q1229172,201605,582000.0,0,1,359,3.875,0
F116Q1229188,201609,266000.0,1,5,355,3.875,0
F116Q1229192,201610,147000.0,0,6,354,4.25,0
F116Q1229214,201606,416000.0,0,2,358,3.75,0
F116Q1229341,201608,112000.0,1,4,176,3.375,0
F116Q1229341,201609,112000.0,1,5,175,3.375,0
F116Q1229341,201610,112000.0,1,6,174,3.375,0
F116Q1229341,201611,111059.79,1,7,173,3.375,0
F116Q1229341,201612,110567.7,1,8,172,3.375,0
F116Q1229379,201605,69000.0,0,1,179,3.125,0
F116Q1229388,201608,166000.0,0,4,176,3.25,0
F116Q1229460,201611,164703.45,1,7,353,4.5,0
F116Q1229475,201607,172000.0,1,3,357,4.5,0
F116Q1229482,201607,35000.0,0,3,237,3.75,0
F116Q1229494,201609,282000.0,0,5,355,3.625,0
F116Q1229527,201612,90206.72,1,8,352,4.0,0
F116Q1229534,201612,100008.11,1,8,352,4.125,0
F116Q1229548,201610,368000.0,0,6,354,3.875,0
F116Q1229559,201604,370000.0,0,0,360,3.875,0
F116Q1229635,201608,186000.0,1,4,356,3.625,0
F116Q1229645,201607,149000.0,0,3,357,3.875,0
F116Q1229711,201611,223682.14,0,7,173,2.75,0
F116Q1229718,201609,292000.0,0,6,174,3.0,0
F116Q1229837,201608,357000.0,0,5,355,4.375,0
F116Q1229900,201609,316000.0,0,5,355,3.75,0
F116Q1229934,201609,174000.0,0,5,355,3.75,0
F116Q1229942,201607,416000.0,1,3,357,3.875,0
F116Q1229954,201611,411797.49,1,7,354,3.875,0
F116Q1229967,201612,305662.87,1,9,351,4.0,0
F116Q1229975,201605,411000.0,0,1,359,3.875,0
F116Q1229981,201610,308000.0,0,6,354,3.75,0
F116Q1229993,201611,203123.58,0,7,353,3.625,0
F116Q1230139,201606,263000.0,0,2,178,3.125,0
F116Q1230160,201606,438000.0,0,2,118,2.75,0
F116Q1230191,201611,253504.7,0,7,353,4.25,0
F116Q1230198,201606,265000.0,1,2,358,4.375,0
F116Q1230203,201605,215000.0,0,1,359,4.375,0
F116Q1230206,201609,343000.0,0,5,355,4.375,0
F116Q1230206,201610,342000.0,1,6,354,4.375,0
F116Q1230214,201606,391000.0,1,2,358,4.125,0
F116Q1230220,201612,131448.98,1,8,352,4.0,0
F116Q1230262,201611,142932.38,1,7,353,3.875,0
F116Q1230367,201606,86000.0,0,2,358,3.73,0
F116Q1230386,201610,114000.0,0,6,354,4.04,0
F116Q1230451,201607,521000.0,1,3,357,4.875,0
F116Q1230451,201608,519000.0,1,4,356,4.875,0
F116Q1230457,201606,261000.0,1,2,358,4.5,0
F116Q1230463,201607,368000.0,0,4,176,3.25,0
F116Q1230471,201609,229000.0,1,5,355,3.85,0
F116Q1230471,201610,229000.0,1,6,354,3.85,0
F116Q1230473,201607,313000.0,0,3,357,3.83,0
F116Q1230481,201611,347970.12,0,7,353,3.875,0
F116Q1230500,201609,375000.0,1,5,235,3.65,0
F116Q1230502,201607,299000.0,0,3,357,4.377,0
F116Q1230530,201609,154000.0,0,5,235,3.75,0
F116Q1230536,201606,283000.0,1,2,358,4.5,0
F116Q1230559,201609,312000.0,0,5,175,3.25,0
F116Q1230567,201606,180000.0,1,2,358,4.25,0
F116Q1230568,201608,217000.0,1,4,356,4.5,0
F116Q1230568,201611,216195.15,1,7,353,4.5,0
F116Q1230568,201612,215901.36,1,8,352,4.5,0
F116Q1230583,201607,195000.0,1,3,357,3.75,0
F116Q1230591,201607,251000.0,1,3,357,3.75,0
F116Q1230591,201608,251000.0,1,4,356,3.75,0
F116Q1230591,201611,249457.13,1,7,353,3.75,0
F116Q1230591,201612,249457.13,1,8,352,3.75,0
F116Q1230593,201606,379000.0,1,2,358,3.75,0
F116Q1230629,201607,304000.0,1,3,357,4.125,0
F116Q1230647,201607,319000.0,0,3,357,4.125,0
F116Q1230673,201606,196000.0,1,2,358,4.25,0
F116Q1230673,201607,195000.0,1,3,357,4.25,0
F116Q1230701,201609,221000.0,0,5,355,3.875,0
F116Q1230745,201604,501000.0,0,0,180,3.375,0
F116Q1230788,201607,298000.0,0,3,357,3.5,0
F116Q1230859,201606,208000.0,0,2,358,4.875,0
F116Q1230893,201608,154000.0,1,4,176,3.75,0
F116Q1230895,201608,102000.0,1,4,176,3.625,0
F116Q1230908,201610,148000.0,1,6,354,4.25,0
F116Q1230908,201611,147966.29,1,7,353,4.25,0
F116Q1230913,201607,131000.0,0,3,357,4.25,0
F116Q1230915,201606,171000.0,1,3,357,4.75,0
F116Q1230915,201607,171000.0,1,4,356,4.75,0
F116Q1230915,201608,171000.0,1,5,355,4.75,0
F116Q1230915,201609,170000.0,1,6,354,4.75,0
F116Q1230915,201611,169696.29,1,8,352,4.75,0
F116Q1230915,201612,169696.29,1,9,351,4.75,0
F116Q1230920,201606,178000.0,1,2,178,3.5,0
F116Q1230936,201608,253000.0,0,4,236,3.75,0
F116Q1230967,201611,412464.76,0,7,353,3.625,0
F116Q1230998,201610,33000.0,0,6,355,4.625,0
F116Q1231006,201611,0.0,1,7,353,4.5,0
F116Q1231028,201610,325000.0,0,6,354,4.25,0
F116Q1231052,201610,149000.0,0,6,354,4.0,0
F116Q1231068,201607,190000.0,1,3,237,3.875,0
F116Q1231078,201609,576000.0,1,5,355,4.25,0
F116Q1231097,201612,41903.55,0,8,352,4.0,0
F116Q1231167,201612,242987.01,0,8,352,3.625,0
F116Q1231173,201608,147000.0,1,4,356,4.25,0
